idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
335	134.07825797779734	-1236.816625989097	3	48	335	ohjelmaa	selvät	3	8	6
336	110.81626435978696	-848.3084150858989	3	65	336	mikuin	tuottaa	3	6	7
337	146.56942670302348	96.48107661538472	3	408	337	kirjailija	palkinnustuksen	3	10	15
338	115.13905516852968	-2238.56036704903	3	8	338	kokoelta	aseman	3	8	6
339	-9.259674565476464	-2508.1358871877565	3	2	339	seuraava	tehtävät	3	8	8
340	114.9408651133978	-1578.8911360931495	3	35	340	asukkaiden	vesissä	3	10	7
341	169.60875094330876	113.7964079993442	3	375	341	kaapungelsin	lapken	3	12	6
342	-12.943611052087563	-2513.731111651903	3	2	342	kaupunkiin	henkiä	3	10	6
343	-inf	-inf	3	1	343	laivaa	vanha	3	6	5
344	122.76382481872108	-1319.7946674261843	3	45	344	kriitikoittain	sisällistoa	3	14	11
345	-inf	-inf	3	1	345	pitää	paikallista	3	5	11
346	116.54639607984608	-2263.674055834306	3	7	346	kahteeksi	kaupung	3	9	7
347	122.39594154577468	-1963.0091950606943	3	19	347	seitsemään	parin	3	10	5
348	-inf	-inf	3	1	348	sanomalehti	kullakin	3	11	8
349	141.05265253204112	-118.15653234491994	3	95	349	kauppna	kuuluivat	3	7	9
350	134.33918730396397	-1927.2325351771656	3	20	350	pituissa	komman	3	8	6
351	137.4798161499568	-1648.9430926204172	3	31	351	lasketui	ohjelmaa	3	8	8
352	142.3728629048468	92.60446581525493	3	318	352	ihmistä	mikuin	3	7	6
353	122.70062325832082	-2184.17193486715	3	10	353	kaupunginassa	kirjailija	3	13	10
354	81.19105024597333	-2255.5578779968446	3	9	354	tapahtumista	kokoelta	3	12	8
355	164.54362247554906	108.41962038772004	3	363	355	juuta	seuraava	3	5	8
356	-inf	-inf	3	1	356	muuttamaan	kansainvälisen	3	10	14
357	98.20553879912582	-2311.479703713479	3	6	357	tukiteksi	asukkaiden	3	9	10
358	94.6909068495383	-2336.324292315966	3	5	358	tahtuu	kaapungelsin	3	6	12
359	69.14753172302498	-2386.7304720485663	3	4	359	kekosta	kaupunkiin	3	7	10
360	-14.329183087388351	-2517.1012606288587	3	2	360	kotivaaleissa	laivaa	3	13	6
361	-inf	-inf	3	1	361	tehtävänsä	kriitikoittain	3	10	14
362	140.63217834032207	55.2282357878892	3	191	362	saattamalle	tuloksen	3	11	8
363	150.4394601126884	81.24938470585727	3	274	363	mienempi	pitää	3	8	5
364	90.77066000926624	-2139.628076155551	3	13	364	elokuvasti	kahteeksi	3	10	9
365	63.08264196443682	-2410.459161846585	3	3	365	luori	seitsemään	3	5	10
366	83.28043857822024	-2374.630679422202	3	4	366	vetäyttä	laivaa	3	8	6
367	-inf	-inf	3	1	367	kolmantamaan	sanomalehti	3	12	11
368	126.92298720584932	-2078.2874153938524	3	14	368	joukkueesti	kauppna	3	11	7
369	158.2063066945494	121.459724839594	3	2986	369	käyttänyt	pituissa	3	9	8
370	128.47827172102154	26.73367363790237	3	129	370	kaikea	lasketui	3	6	8
371	100.44901808310098	-2156.793182010581	3	12	371	lisäätti	ihmistä	3	8	7
372	123.3201350356752	-1417.6176564430402	3	41	372	pienet	kaupunginassa	3	6	13
373	113.36519583858411	43.393754505146575	3	165	373	turvataan	tapahtumista	3	9	12
374	125.01320379555146	-140.1762781429871	3	95	374	kansallisen	juuta	3	11	5
375	109.86642481698976	-1725.2510742682384	3	29	375	tilantelusta	muuttamaan	3	12	10
376	142.77832369907614	-50.16910474070852	3	98	376	katotiin	koulun	3	8	6
377	144.52135273109744	91.25886553495988	3	355	377	kannattavat	tukiteksi	3	11	9
378	127.49355134490696	-899.0728308483156	3	62	378	muutamassa	tahtuu	3	10	6
379	154.59722462483043	108.76832356818514	3	465	379	alamiseen	kekosta	3	9	7
380	29.491967459369945	-2448.0117688158707	3	3	380	historiallinen	kotivaaleissa	3	14	13
381	136.40271494896595	-848.5888549146754	3	64	381	sellaista	tehtävänsä	3	9	10
382	122.3606424506504	86.639807077996	3	994	382	kentti	saattamalle	3	6	11
383	169.92084029259289	128.10501957569966	3	3458	383	kaudeksi	mienempi	3	8	8
384	143.00794943106334	31.714284005833917	3	112	384	aluetta	elokuvasti	3	7	10
385	156.9693964626544	110.95646269382412	3	821	385	suomella	kehittämä	3	8	9
386	144.16198879074415	33.886150879199484	3	104	386	kohtari	luori	3	7	5
387	103.29542176172012	-2133.70149460693	3	13	387	keskuksen	vetäyttä	3	9	8
388	108.27162556795533	-2070.913301797514	3	15	388	kuksina	kolmantamaan	3	7	12
389	29.54224693131499	-2447.183627611594	3	3	389	erille	joukkueesti	3	6	11
390	-inf	-inf	3	1	390	tapahtumaan	mari	3	11	4
391	-inf	-inf	3	1	391	tien	käyttänyt	3	4	9
392	140.5009211811836	-362.9788927731865	3	84	392	valitseva	kaikea	3	9	6
393	-127.60118771884537	-2626.3425584992915	3	2	393	kuuluttaa	lisäätti	3	9	8
394	149.99959178139684	109.58009003352376	3	375	394	kalla	pienet	3	5	6
395	137.19313070199695	-1335.5908966885518	3	44	395	tutkittiin	armeija	3	10	7
396	82.86509910052536	-2395.9725904578754	3	3	396	tunnetuksi	turvataan	3	10	9
397	163.79182989831824	121.6843962433822	3	640	397	kauppa	kansallisen	3	6	11
398	152.15684309181302	-1366.6076079514755	3	42	398	suuntaa	suurimman	3	7	9
399	-inf	-inf	3	1	399	omalta	tilantelusta	3	6	12
400	151.18822579526403	77.66445142597281	3	204	400	lapsen	katotiin	3	6	8
401	81.9518024313835	-2392.8012288718987	3	3	401	valtaista	kannattavat	3	9	11
402	91.24357102330278	-2148.5033871235587	3	13	402	isäskirjoittiin	muutamassa	3	15	10
403	127.78128244738406	-2050.5395929444094	3	15	403	kauppalen	alamiseen	3	9	9
404	-inf	-inf	3	1	404	korkeakoulun	historiallinen	3	12	14
405	-inf	-inf	3	1	405	mita	sellaista	3	4	9
406	-34.14591980544686	-2533.176802782056	3	2	406	kohta	kentti	3	5	6
407	-inf	-inf	3	1	407	koneet	kaudeksi	3	6	8
408	93.46942827693994	-1648.396248558903	3	33	408	tehtäväksen	kaupungin	3	11	9
409	168.29523275941347	133.00550441109695	3	3213	409	sairi	aluetta	3	5	7
410	-inf	-inf	3	1	410	lannettaa	suomella	3	9	8
411	-inf	-inf	3	1	411	valtuus	kohtari	3	7	7
412	79.68311186665305	-2300.5736031204824	3	7	412	kohtaan	keskuksen	3	7	9
413	71.09107326389541	-2359.2581033375263	3	5	413	tiedetty	kuksina	3	8	7
414	123.67783693569054	-1512.6259137583752	3	37	414	harvintoa	erille	3	9	6
415	141.78179293036152	22.48051310189048	3	107	415	kuvausta	koulun	3	8	6
416	131.70668051201474	-124.80853311624811	3	95	416	vaihtoja	tapahtumaan	3	8	11
417	130.2170190729669	-1363.704504563372	3	43	417	kentasi	tien	3	7	4
418	107.20033600470244	-2274.768083847547	3	7	418	valtakuussa	valitseva	3	11	9
419	-inf	-inf	3	1	419	puuttu	kuuluttaa	3	6	9
420	-inf	-inf	3	1	420	avari	kalla	3	5	5
421	-inf	-inf	3	1	421	levien	tutkittiin	3	6	10
422	-inf	-inf	3	1	422	asettunut	tunnetuksi	3	9	10
423	105.91512754100036	-2328.311913422669	3	5	423	kuuluvuksi	kauppa	3	10	6
424	33.527434420552815	-2443.230961791173	3	3	424	asetaan	suuntaa	3	7	7
425	64.4925694948222	-2413.093380967281	3	3	425	maanilla	omalta	3	8	6
426	124.00027276125056	-1270.5388050819472	3	47	426	tuloksessa	lapsen	3	10	6
427	114.90272624074244	47.47873398219297	3	214	427	suosi	tekemistä	3	5	9
428	-inf	-inf	3	1	428	päättyi	valtaista	3	7	9
429	146.49980812595422	100.31018584731152	3	409	429	alkuperäisten	isäskirjoittiin	3	13	15
430	88.84851586188557	-2347.886077046988	3	5	430	erilleen	kauppalen	3	8	9
431	149.84810395907206	70.08579091421413	3	166	431	kohtalossa	korkeakoulun	3	10	12
432	146.78501865070027	-1516.6812609377153	3	36	432	lisäämaailu	mita	3	11	4
433	105.56894985445405	-2232.5883829717623	3	9	433	anterin	kohta	3	7	5
434	-inf	-inf	3	1	434	valittaja	koneet	3	9	6
435	114.76243242519702	-2097.7228706053597	3	14	435	perin	tehtäväksen	3	5	11
436	126.6983806155449	-1904.1839473391249	3	21	436	maailmassa	sairi	3	10	5
437	-inf	-inf	3	1	437	pelistä	lannettaa	3	7	9
438	-inf	-inf	3	1	438	kuuttiin	valtuus	3	8	7
439	116.27267674790008	-2123.228034319576	3	13	439	kirjallisia	kohtaan	3	11	7
440	132.77118983124	-943.13865872992	3	60	440	pienistä	tiedetty	3	8	8
441	123.73279433573906	20.72721286336128	3	106	441	olevaa	kehityksen	3	6	10
442	153.4872568513291	-716.1705147680302	3	69	442	sijaitsevat	maalista	3	11	8
443	119.9896263362402	69.58839155735207	3	214	443	enempäärä	harvintoa	3	9	9
444	138.8495685331006	-517.811574621622	3	78	444	metsän	kuvausta	3	6	8
445	100.8228450764612	-2300.375727273138	3	6	445	etensi	vaihtoja	3	6	8
446	-inf	-inf	3	1	446	energiaalen	kentasi	3	11	7
447	122.16735046141508	59.64120570159471	3	180	447	kappaleita	valtakuussa	3	10	11
448	117.11613470217956	-1495.325309145679	3	38	448	saattoi	puuttu	3	7	6
449	159.22329927113307	132.48314135187468	3	2008	449	paikkaan	avari	3	8	5
450	106.45828452481648	-2028.9922559257304	3	17	450	perheen	levien	3	7	6
451	157.36807701285613	143.45460625171327	3	6147	451	olettu	asettunut	3	6	9
452	124.20673999740316	-1962.0369577431948	3	19	452	perustamaan	kuuluvuksi	3	11	10
453	118.07711321730784	-1839.0601402929208	3	24	453	kylä	asetaan	3	4	7
454	128.59921542455308	-1410.1441467940915	3	41	454	manilman	maanilla	3	8	8
455	17.991643068490312	-2459.628879985688	3	3	455	olostuon	tuloksessa	3	8	10
456	140.63563450367383	-1033.9616777239694	3	56	456	sisältä	suosi	3	7	5
457	102.87948240853902	-2296.8710203721066	3	6	457	jolla	päättyi	3	5	7
458	104.1203771344892	-1710.8016021681274	3	30	458	linkoja	alkuperäisten	3	7	13
459	150.74875371200008	-1308.4505985551618	3	45	459	käänteen	erilleen	3	8	8
460	157.2230392278693	86.91130536020769	3	193	460	kaupeensa	kohtalossa	3	9	10
461	97.8281455735173	-2352.410847219364	3	4	461	kunnat	lisäämaailu	3	6	11
462	106.4679155532648	-1163.808781545894	3	52	462	vaikka	anterin	3	6	7
463	81.94796102689382	-2349.3045919820984	3	5	463	kasvattiin	valittaja	3	10	9
464	-inf	-inf	3	1	464	kaupungan	perin	3	9	5
465	-135.92739342609494	-2630.728132576	3	2	465	palvelussa	maailmassa	3	10	10
466	-inf	-inf	3	1	466	valitsi	pelistä	3	7	7
467	-inf	-inf	3	1	467	pidetty	kuuttiin	3	7	8
468	-inf	-inf	3	1	468	kaupungissa	kirjallisia	3	11	11
469	101.8633593762381	-2109.699945452597	3	14	469	kansa	suunnittelusta	3	5	14
470	-inf	-inf	3	1	470	luki	pienistä	3	4	8
471	-inf	-inf	3	1	471	norja	olevaa	3	5	6
472	155.28348218105407	99.00266887855612	3	354	472	tähteä	sijaitsevat	3	6	11
473	132.6446766415429	-969.9728321925104	3	59	473	suomensa	enempäärä	3	8	9
474	111.95684229341944	-1777.1528828157752	3	27	474	vallota	metsän	3	7	6
475	94.64767178697258	-2342.1361260679614	3	5	475	laajennetta	etensi	3	11	6
476	118.592973114779	-2034.2082968292848	3	16	476	katsomaan	energiaalen	3	9	11
477	110.70729615220029	-1705.6295831285672	3	30	477	käyttävän	kappaleita	3	9	10
478	150.34223625636383	122.38630553247228	3	1026	478	muutetaan	omassa	3	9	6
479	-inf	-inf	3	1	479	kasvatettiin	saattoi	3	12	7
480	-inf	-inf	3	1	480	kansatedun	paikkaan	3	10	8
481	96.34791703890404	-2309.025100802765	3	6	481	sataman	perheen	3	7	7
482	90.39466465864396	-2342.38044805603	3	5	482	menesti	olettu	3	7	6
483	144.69208059653954	114.46957738150267	3	3108	483	katsoja	perustamaan	3	7	11
484	120.49211286278027	40.73840835450639	3	131	484	naista	kylä	3	6	4
485	150.7666619214691	71.87882302142611	3	148	485	kolleista	manilman	3	9	8
486	133.80668498933412	-1353.676037409756	3	43	486	kauppali	olostuon	3	8	8
487	-inf	-inf	3	1	487	katoliin	saattoi	3	8	7
488	110.02654204080424	-2046.2819092649088	3	16	488	reita	sisältä	3	5	7
489	-inf	-inf	3	1	489	maita	jolla	3	5	5
490	123.6276565257524	60.916616877404245	3	200	490	kehityi	linkoja	3	7	7
491	66.10092923191188	-2361.602601500787	3	5	491	merkittävässä	käänteen	3	13	8
492	128.38757495026252	52.05210630928211	3	143	492	paikalliseksi	kaupeensa	3	13	9
493	125.75959198996156	-2153.6706557462207	3	11	493	kaupunkin	kunnat	3	9	6
494	22.485735476798432	-2476.194044757276	3	2	494	karin	vaikka	3	5	6
495	94.09409127865295	-2020.46505275289	3	18	495	asettuaan	kasvattiin	3	9	10
496	140.0156384231746	56.17870509572946	3	130	496	vanheessa	kaupungan	3	9	9
497	105.8531257315725	-415.4292030589899	3	83	497	vetään	palvelussa	3	6	10
498	149.81881462569953	90.16380374039475	3	187	498	palautettiin	valitsi	3	12	7
499	70.10596214319807	-2364.5060636983785	3	5	499	kirjasta	pidetty	3	8	7
500	90.08041795898744	-2343.981012032601	3	5	500	tutkimuksen	kaupungissa	3	11	11
501	122.6635630608517	-2183.432629790864	3	10	501	toiminta	kansa	3	8	5
502	123.5774651089246	-1958.7872793864835	3	19	502	euroomaan	luki	3	9	4
503	-inf	-inf	3	1	503	suurimmilla	norja	3	11	5
504	122.6198106744722	-1961.5223574463175	3	20	504	rakentamiseen	tähteä	3	13	6
505	102.8912377666908	-2279.558126855743	3	7	505	lintoja	suomensa	3	7	8
506	163.64297272262104	74.68759375607189	3	149	506	kilpailuihin	vallota	3	12	7
507	127.46845563649303	-950.8464762928552	3	60	507	luokka	laajennetta	3	6	11
508	106.36891958770576	-1909.682880143345	3	22	508	talven	katsomaan	3	6	9
509	116.00481308125065	-1823.8149636782264	3	25	509	seuraajana	käyttävän	3	10	9
510	113.76145487306168	-1011.829512912174	3	58	510	saatuneet	muutetaan	3	9	9
511	130.76300482742445	77.3992010102081	3	188	511	kerto	kasvatettiin	3	5	12
512	39.521560885547565	-2439.322444465172	3	3	512	helpattu	kansatedun	3	8	10
513	160.70376995731874	131.01179262037883	3	1637	513	suuren	sataman	3	6	7
514	108.68179731095708	-2243.3657719128228	3	8	514	kolmannella	menesti	3	11	7
515	108.111024040996	-2221.686805902126	3	9	515	albumien	katsoja	3	8	7
516	-inf	-inf	3	1	516	torina	naista	3	6	6
517	-inf	-inf	3	1	517	kaikassa	suurimman	3	8	9
518	28.062023900146556	-2470.170302895617	3	2	518	luonnollinen	kolleista	3	12	9
519	131.37956675835125	-1361.8820516457986	3	43	519	vanhimmat	kauppali	3	9	8
520	-inf	-inf	3	1	520	liikettu	katoliin	3	8	8
521	102.12935187164614	-782.9915251981821	3	68	521	kartalla	reita	3	8	5
522	154.52734188240942	26.97495511022908	3	101	522	kuuluisaksi	kirjallisuuden	3	11	14
523	72.57688229156386	-2285.3335030489484	3	8	523	tekstillen	kaupungin	3	10	9
524	143.5957613662107	79.54435493483221	3	212	524	poikan	maita	3	6	5
525	-inf	-inf	3	1	525	espoossa	kehityi	3	8	7
526	141.72030844474745	70.55143345857573	3	151	526	keskustantunut	merkittävässä	3	14	13
527	152.6821689143877	108.04744510493262	3	460	527	muutasi	paikalliseksi	3	7	13
528	131.0056957374324	34.654567019066725	3	115	528	mestaruus	kaupunkin	3	9	9
529	83.41336878458634	-2074.620112096416	3	16	529	paikallinen	karin	3	11	5
530	157.19623745155883	110.89677712104988	3	573	530	venerran	asettuaan	3	8	9
531	118.4011340349782	57.91180329341228	3	263	531	kolmesta	vanheessa	3	8	9
532	57.65333954554451	-2419.6806159897887	3	3	532	joukon	vetään	3	6	6
533	-inf	-inf	3	1	533	aleksandr	palautettiin	3	9	12
534	115.8671499123328	-2072.958205016833	3	15	534	pelasti	suomensa	3	7	8
535	129.45813805879817	-761.0336344192941	3	68	535	pelanneen	kirjasta	3	9	8
536	84.92540172685835	-2392.3134130657377	3	3	536	kertaa	tutkimuksen	3	6	11
537	72.14034904783786	-2358.3055972062834	3	5	537	paikallisen	toiminta	3	11	8
538	119.56877791027289	-1891.5556907701523	3	22	538	maailmansomaa	euroomaan	3	13	9
539	97.88060440961408	-2306.815421238889	3	6	539	keskivät	suurimmilla	3	8	11
540	114.98889917985318	-1428.6400195110218	3	41	540	jatkuvassa	rakentamiseen	3	10	13
541	84.94670556178603	-1706.956787207776	3	31	541	vieraalta	lintoja	3	9	7
542	142.45411576428165	74.08429750426917	3	153	542	paremmat	kilpailuihin	3	8	12
543	136.4833514225801	76.44788003253588	3	223	543	ales	luokka	3	4	6
544	126.14397459050114	-2153.67098506447	3	11	544	pelin	talven	3	5	6
545	167.72690301895585	123.53258218814608	3	602	545	kunnastaan	seuraajana	3	10	10
546	100.89259573620636	-2330.03221546802	3	5	546	satamalla	saatuneet	3	9	9
547	159.84453913016333	104.01771975594296	3	703	547	piispana	kerto	3	8	5
548	54.1142723009224	-2401.377898433686	3	4	548	maaliskuuta	helpattu	3	11	8
549	128.30954710949666	65.71115017649959	3	182	549	kasvattavat	suuren	3	11	6
550	113.56285756301256	-2218.880753962541	3	9	550	kirjalla	kolmannella	3	8	11
551	91.54194028463164	-2098.7332929643826	3	15	551	eng	albumien	3	3	8
552	-inf	-inf	3	1	552	talo	torina	3	4	6
553	112.0523490749578	-1823.977766146976	3	25	553	erikli	kaikassa	3	6	8
554	110.59804176548256	-1504.2900947366834	3	38	554	ristamin	luonnollinen	3	8	12
555	133.8948721892517	83.07911342326125	3	339	555	joihin	vanhimmat	3	6	9
556	131.5059918929311	-1462.1047121161648	3	39	556	aletaan	liikettu	3	7	8
557	127.67720129880428	-265.85587249201114	3	89	557	vastasi	kartalla	3	7	8
558	67.92209617359558	-2406.455041738989	3	3	558	enerty	kuuluisaksi	3	6	11
559	10.574289998684272	-2489.9747411215385	3	2	559	tunnuttamaan	tekstillen	3	12	10
560	128.94868417110632	-451.0965521538992	3	81	560	vankelin	poikan	3	8	6
561	90.58297052686544	-2315.32936431644	3	6	561	kaksolla	espoossa	3	8	8
562	52.9230846886552	-2422.4865402914274	3	3	562	tuoman	keskustantunut	3	6	14
563	130.22390938589112	72.9186772156513	3	238	563	ensimmäisestä	muutasi	3	13	7
564	165.11704840591705	139.50509371469522	3	1719	564	alettuin	mestaruus	3	8	9
565	56.00969172022021	-2402.157878098556	3	4	565	kannattu	paikallinen	3	8	11
566	93.28856306612536	-2332.4645679266723	3	6	566	kensiillansa	venerran	3	12	8
567	-inf	-inf	3	1	567	elävä	valtaista	3	5	9
568	-inf	-inf	3	1	568	maaliin	kolmesta	3	7	8
569	132.46333813447316	-1109.945515148297	3	53	569	rauhasta	joukon	3	8	6
570	36.10403997166562	-2457.314419910315	3	2	570	kiinnitettiin	aleksandr	3	13	9
571	87.00333739041902	-2342.859576563708	3	5	571	kaltainen	pelasti	3	9	7
572	102.52309032839266	-2302.1350561281106	3	6	572	paikalla	pelanneen	3	8	9
573	114.1380115750564	-2187.0812934011674	3	10	573	aletunut	kertaa	3	8	6
574	-inf	-inf	3	1	574	kenraali	paikallisen	3	8	11
575	15.40141649142917	-2490.048450364803	3	2	575	talosten	maailmansomaa	3	8	13
576	127.46791629889996	19.657169308705253	3	109	576	kuulunut	keskivät	3	8	8
577	109.39251217599464	-1853.904030605971	3	24	577	mielen	jatkuvassa	3	6	10
578	130.78305938037627	-2098.287645609265	3	13	578	kaksan	vieraalta	3	6	9
579	131.20883889290914	-259.14065227040413	3	89	579	kautena	paremmat	3	7	8
580	151.2801113101058	106.20149119809084	3	421	580	vastainet	ales	3	9	4
581	139.7657600142218	35.05943906258075	3	113	581	laajensta	pelin	3	9	5
582	146.05746324449024	-1517.6469734594627	3	36	582	osalle	kunnastaan	3	6	10
583	-218.2450923868421	-2718.461511275022	3	2	583	samallassa	satamalla	3	10	9
584	159.95106380824654	124.84333597813544	3	1403	584	tapauksen	piispana	3	9	8
585	104.18551590746878	-880.0168695701124	3	64	585	isänsä	maaliskuuta	3	6	11
586	138.19317266851158	-1522.1163924108828	3	36	586	palattua	katsotaan	3	8	9
587	141.93122246432077	-1516.6869479247282	3	36	587	lukea	kasvattavat	3	5	11
588	131.25690598003348	-1903.411761749874	3	21	588	johtavat	kirjalla	3	8	8
589	114.43020046784387	-1646.2017978798578	3	32	589	saavuttamaan	eng	3	12	3
590	75.38324290561732	-2377.456968781311	3	4	590	taidemman	talo	3	9	4
591	117.69597764921654	9.932546655355626	3	104	591	asema	erikli	3	5	6
592	140.21333316827202	72.48920987669827	3	162	592	laulu	ristamin	3	5	8
593	144.5297399810147	79.43081418289623	3	233	593	saattain	joihin	3	8	6
594	141.31971269574572	-190.3521460496505	3	92	594	kielissä	aletaan	3	8	7
595	131.08932608503275	-1825.4130799369325	3	24	595	liiketoiminta	vastasi	3	13	7
596	152.6752345739049	108.64578789617008	3	673	596	tuottivat	enerty	3	9	6
597	135.1747973459193	44.16424824561391	3	127	597	saksalaisen	tunnuttamaan	3	11	12
598	147.48557415658604	-340.1879039626072	3	85	598	pitäinen	vankelin	3	8	8
599	-inf	-inf	3	1	599	kaupunki	kaksolla	3	8	8
600	15.698953356727865	-2481.227127001873	3	2	600	olen	tuoman	3	4	6
601	3.140752673501439	-2494.4732868806627	3	2	601	taikkaa	ensimmäisestä	3	7	13
602	64.11271622937574	-2415.342335090509	3	3	602	heralla	alettuin	3	7	8
603	116.55075480814956	-1398.5832117153643	3	42	603	saarelle	kannattu	3	8	8
604	143.36473775923727	82.01489399502333	3	220	604	teollisuun	kensiillansa	3	10	12
605	102.47115982299934	17.506034321995614	3	129	605	tarvittain	elävä	3	10	5
606	-inf	-inf	3	1	606	kohtarin	maaliin	3	8	7
607	127.9255057225364	-1822.5789372737063	3	27	607	korvat	rauhasta	3	6	8
608	113.92486315688308	-1619.7665932179789	3	33	608	seuraan	kiinnitettiin	3	7	13
609	58.16424083922602	-2422.073380739572	3	3	609	sijaitsevaa	kaltainen	3	11	9
610	85.395307860019	-2271.8644452740587	3	8	610	turkittiin	paikalla	3	10	8
611	99.91963071824354	-2280.940696495519	3	7	611	tutkijoita	aletunut	3	10	8
612	1.8037485388043093	-2495.803894146768	3	2	612	kuoleesta	kenraali	3	9	8
613	-inf	-inf	3	1	613	kannalla	talosten	3	8	8
614	72.55763124155689	-2389.12285567019	3	4	614	kaukinkolla	kuulunut	3	11	8
615	-inf	-inf	3	1	615	koulutaan	mielen	3	9	6
616	-1.4378916514416906	-2502.3314555150314	3	2	616	tuottaneet	kaksan	3	10	6
617	-inf	-inf	3	1	617	suuremman	kautena	3	9	7
618	142.0387267555833	98.02180788432636	3	423	618	tekevät	vastainet	3	7	9
619	157.07958643499282	108.97574078555964	3	340	619	kansalaista	laajensta	3	11	9
620	101.88718929234165	-2105.1598356719232	3	14	620	liikjeessä	osalle	3	10	6
621	143.74893324265273	93.6108020165082	3	334	621	tekemänsä	samallassa	3	9	10
